Customer_id,Full_Name,Customer_Email,dob,Customer_Phone,system status,Connection_type,value_segment
SAYK4XHVTL,Rasha Goyal,rasha_goyal@gmail.com,9/7/1982,27016806,Active,Prepaid,tier_3
TJ1C9T05WK,Ahana  Vasa,ahana.vasa@hotmail.com,3/8/1984,6643513252,Active,Prepaid,tier_3
2MIG4N3FMU,Samaira Vyas,samairavyas@hotmail.com,2/14/1996,2871825876,Active,Prepaid,tier_3
EX2TEIH3R3,Samar Bhagat,samar_bhagat@gmail.com,5/28/1979,4570691205,Active,Prepaid,tier_3
CS8FNWAEFC,Aarush Sampath,aarush_sampath@hotmail.com,9/28/1995,2027554055,Active,Prepaid,tier_3
K633PHIT5Q,Taimur Sarna,taimursarna@gmail.com,8/8/1972,3680554889,Active,Prepaid,tier_3
RVA7OFN3P2,Ehsaan Hari,ehsaan_hari@yahoo.com,1/29/2001,3920998021,Active,Postpaid,tier_1
4EMIYH3GJV,Sahil Choudhary,sahilchoudhary@outlook.com,7/3/2001,1365025868,Active,Prepaid,tier_3
N5F6P740Z7,Ryan Devi,ryan.devi@yahoo.com,1/11/1977,7902620764,Active,Prepaid,tier_3
W8688U3U09,Aradhya Bail,aradhyabail@yahoo.com,2/23/1979,1381706811,Suspended,Prepaid,tier_3
Q5WVP41PJS,Dhanuk Sarma,dhanuk_sarma@yahoo.com,11/14/1984,2154474279,Active,Prepaid,tier_3
ZXVLFMO68S,Nishith Dasgupta,nishith.dasgupta@outlook.com,12/25/2004,6120060103,Active,Prepaid,tier_3
1TKRE8JNWV,Lavanya Bora,lavanya.bora@hotmail.com,6/25/1986,9620777878,Active,Postpaid,tier_1
8MLVCJEUYA,Ishita Banerjee,ishita.banerjee@gmail.com,7/30/1987,4784340028,Suspended,Prepaid,tier_3
QDKIWST4EZ,Lagan Bhatia,laganbhatia@hotmail.com,12/6/1968,6410775038,Active,Prepaid,tier_3
GJQDWYUKUU,Sana Baral,sana_baral@outlook.com,6/21/2002,5746194595,Active,Prepaid,tier_3
J1PVTDNAE4,Rania Bail,rania.bail@hotmail.com,11/8/1966,1340512777,Active,Prepaid,tier_3
JYLELO8J6I,Mamooty Bumb,mamooty_bumb@hotmail.com,2/8/1967,378423273,Active,Prepaid,tier_3
45XAAK6PJP,Yasmin Bhalla,yasmin.bhalla@hotmail.com,5/23/1982,7375111667,Active,Prepaid,tier_3
SHRYFDDDSS,Rania Kurian,raniakurian@yahoo.com,11/17/1975,7949445214,Active,Prepaid,tier_3
DV8K0ESMA6,Heer Sama,heer.sama@yahoo.com,8/14/2004,2199711966,Active,Prepaid,tier_3
B8KBBM67CQ,Myra Jani,myrajani@hotmail.com,4/12/1991,1012258279,Active,Prepaid,tier_3
55UF3RKQGM,Priyansh Dyal,priyansh_dyal@outlook.com,6/6/2003,404109892,Active,Prepaid,tier_3
7VB8W1USH3,Indrajit Barad,indrajit.barad@outlook.com,7/4/1966,2582516842,Active,Prepaid,tier_3
SCUXEWBBE7,Tarini Choudhry,tarini_choudhry@yahoo.com,5/10/1966,8478063046,Active,Prepaid,tier_3
CV75JIFEZT,Faiyaz Dutta,faiyazdutta@gmail.com,11/3/2004,878860354,Active,Postpaid,tier_2
C8D9I802V9,Nirvaan Borra,nirvaanborra@hotmail.com,10/14/1991,3751920016,Active,Prepaid,tier_3
BFM2RVHEDX,Piya Din,piya_din@hotmail.com,5/8/1991,1275790310,Suspended,Prepaid,tier_3
I2CR57SPGA,Devansh Chandran,devanshchandran@outlook.com,6/14/1972,8025348704,Active,Prepaid,tier_3
TAH4A5K6HM,Eva Sur,eva_sur@outlook.com,9/9/1996,3596370048,Active,Prepaid,tier_3
LU9LCI565T,Dhanush Bhat,dhanush_bhat@hotmail.com,5/11/1990,4067624110,Active,Prepaid,tier_3
TIOKXD9066,Indrajit Gokhale,indrajit_gokhale@yahoo.com,8/3/1986,648560947,Active,Prepaid,tier_3
HJUVD73OJ2,Samarth Bhavsar,samarth_bhavsar@gmail.com,4/14/1974,4621168217,Active,Prepaid,tier_3
DOIKZCKWER,Manikya Hegde,manikyahegde@outlook.com,1/31/1969,875302813,Active,Prepaid,tier_3
BKBJ6RQP2T,Biju Warrior,biju.warrior@yahoo.com,1/12/1979,2932674642,Active,Prepaid,tier_3
4748UDUSIQ,Azad Sandhu,azadsandhu@gmail.com,4/18/1971,188541570,Active,Prepaid,tier_3
91J2EZ8YUY,Aarush Jha,aarush.jha@yahoo.com,2/29/2004,5357901339,Active,Prepaid,tier_3
WZ1TUY8LAT,Umang Buch,umang.buch@outlook.com,11/16/1966,1317340327,Active,Postpaid,tier_1
85FOIAQJM0,Neelofar Bhavsar,neelofar_bhavsar@hotmail.com,11/15/1983,4639247372,Active,Prepaid,tier_3
FPRGA9GA7O,Miraya Basu,miraya_basu@gmail.com,6/11/1999,602477082,Active,Prepaid,tier_3
G4WZ788TQE,Biju Borra,biju_borra@hotmail.com,10/22/1990,9264788904,Suspended,Prepaid,tier_3
N9B92YI8DU,Dharmajan Taneja,dharmajan.taneja@outlook.com,2/29/2000,2804001094,Active,Postpaid,tier_2
77DP3YLMJW,Vihaan Gulati,vihaangulati@hotmail.com,8/18/1994,9299070196,Active,Prepaid,tier_3
NVN19OKN2Q,Ira Bahri,ira.bahri@hotmail.com,7/1/1974,127710016,Active,Prepaid,tier_3
YQEJ89Z89E,Vritika Chawla,vritika_chawla@hotmail.com,2/27/1973,7074579263,Active,Prepaid,tier_3
HSCL3T7NJN,Pihu Das,pihudas@gmail.com,2/7/1992,5203626671,Active,Prepaid,tier_3
BDK80IW4TT,Stuvan Saha,stuvan_saha@outlook.com,9/12/1987,880630456,Active,Prepaid,tier_3
KCSQUE2SSJ,Ayesha Soman,ayeshasoman@gmail.com,10/30/1998,1367796260,Suspended,Prepaid,tier_3
7J4Q8AWRBU,Purab Bera,purab.bera@hotmail.com,7/26/1967,4648727486,Active,Prepaid,tier_3
PYCQHHTACS,Dhruv Chander,dhruv_chander@outlook.com,6/17/1968,8463666920,Active,Postpaid,tier_1
H4IHJDXGYC,Shalv Vohra,shalv.vohra@yahoo.com,1/10/1973,7765671587,Active,Postpaid,tier_1
4GTBGWVZGS,Aradhya Kota,aradhyakota@gmail.com,12/8/1986,6761682329,Active,Prepaid,tier_3
2R3M4966VA,Shalv Mani,shalvmani@hotmail.com,5/27/2001,6925318353,Active,Prepaid,tier_3
PK3IB0GSIP,Baiju Sahota,baijusahota@hotmail.com,8/16/1991,6468939875,Active,Postpaid,tier_1
RD5JHI1HO1,Keya Kata,keya_kata@outlook.com,2/6/1979,1083773592,Active,Prepaid,tier_3
2TFO8W0YH7,Khushi Gera,khushi.gera@gmail.com,5/25/1993,3936086856,Active,Prepaid,tier_3
AXTANA7SW1,Dharmajan Ravi,dharmajan_ravi@yahoo.com,9/29/1986,4932383763,Active,Prepaid,tier_3
1S5R6APUJA,Ishaan Sankar,ishaansankar@yahoo.com,3/17/1970,1260957904,Active,Prepaid,tier_3
IDDTVNWCZH,Ira Garg,ira_garg@yahoo.com,3/23/2001,379941746,Active,Prepaid,tier_3
3FM82HRFNY,Krish Sarna,krish.sarna@hotmail.com,11/11/1996,4665982024,Suspended,Prepaid,tier_3
82VKP6EWCP,Raunak Chhabra,raunak_chhabra@gmail.com,5/29/1974,3129708034,Active,Prepaid,tier_3
N3K4RA99DV,Yashvi Basak,yashvi_basak@hotmail.com,2/5/1992,4423283127,Active,Prepaid,tier_3
GAZP5N7HC7,Kabir Bera,kabirbera@yahoo.com,5/7/1967,7670094020,Active,Prepaid,tier_3
7DX66CT0XB,Aradhya Keer,aradhya_keer@gmail.com,7/14/1978,3706411826,Active,Prepaid,tier_3
VN1IK46RS1,Reyansh Buch,reyansh.buch@gmail.com,3/2/1993,9974367265,Active,Prepaid,tier_3
G1J78UVFP7,Ivan Tank,ivan_tank@outlook.com,2/6/1970,4333438531,Active,Prepaid,tier_3
8CJ97YQJ5C,Pranay Mahajan,pranay_mahajan@gmail.com,11/5/1973,6586417464,Active,Prepaid,tier_3
ZH8AJRDDYF,Krish Dar,krish_dar@outlook.com,1/13/1970,7026264772,Active,Prepaid,tier_3
DBECF1Q016,Pranay Choudhry,pranaychoudhry@gmail.com,6/28/1980,5513000569,Suspended,Prepaid,tier_3
8U08PY2QA1,Hiran Borde,hiran_borde@outlook.com,3/12/1975,5308018429,Active,Postpaid,tier_2
2ZAUUWF6V0,Divit Srinivasan,divit.srinivasan@yahoo.com,3/22/1994,6391972556,Suspended,Prepaid,tier_3
M4DED3GG0G,Kiara Suri,kiara_suri@outlook.com,4/17/1973,948224109,Active,Prepaid,tier_3
QQRGVMH3OX,Vihaan Lata,vihaan_lata@outlook.com,4/3/1987,5706788692,Active,Postpaid,tier_1
DVPXLYXKD5,Pihu Ganguly,pihu_ganguly@gmail.com,12/7/1991,1698293102,Active,Postpaid,tier_1
8GNW89FED4,Trisha Hegde,trishahegde@hotmail.com,7/31/1966,2906622605,Active,Prepaid,tier_3
UMH06ICMAN,Stuvan Basu,stuvan_basu@gmail.com,11/6/1969,5261134441,Active,Prepaid,tier_3
9SI14U6J7P,Alia Kara,alia_kara@outlook.com,2/17/1990,4806876311,Suspended,Prepaid,tier_3
N85UJ0Z1VB,Shaan Varkey,shaanvarkey@yahoo.com,5/29/1985,5723185041,Active,Prepaid,tier_3
CVW6YP4O4X,Arhaan Sunder,arhaansunder@yahoo.com,8/30/2004,6493699330,Active,Prepaid,tier_3
FXRTS7CWP7,Siya Chopra,siyachopra@outlook.com,12/2/1998,945172707,Active,Prepaid,tier_3
XGI6A189YM,Anvi Jani,anvijani@yahoo.com,12/27/1980,9327313288,Active,Prepaid,tier_3
VMSPJL1FD6,Jivin Bora,jivin.bora@outlook.com,5/24/1984,214765762,Active,Prepaid,tier_3
HM024RRMIZ,Anya Sane,anyasane@outlook.com,6/14/1974,7959315246,Active,Prepaid,tier_3
PQFQPYNACO,Vanya Mallick,vanyamallick@outlook.com,7/28/1979,3762677550,Active,Prepaid,tier_3
TVOBJ8DG7O,Mannat Jain,mannat_jain@yahoo.com,12/1/1995,2048921565,Active,Prepaid,tier_3
H8D0OANQVW,Mohanlal Dani,mohanlal.dani@gmail.com,1/12/1993,8480068111,Active,Prepaid,tier_3
FJ63QTH6WG,Pranay Saran,pranay_saran@hotmail.com,12/16/2004,1926773550,Active,Prepaid,tier_3
SSM4YQX8WN,Saanvi Brahmbhatt,saanvibrahmbhatt@yahoo.com,11/16/2004,2079325139,Suspended,Prepaid,tier_3
L34HL45ZRK,Anvi Mani,anvimani@gmail.com,9/28/1981,8076969346,Suspended,Prepaid,tier_3
JJXUECFL0L,Arhaan Subramanian,arhaan.subramanian@outlook.com,6/22/1973,8204908756,Active,Prepaid,tier_3
TJBXIO2J1Q,Rhea Saha,rhea.saha@gmail.com,3/11/1969,3168002206,Active,Prepaid,tier_3
3N3MTEGS4L,Krish Sharma,krish_sharma@outlook.com,6/26/1976,6392815792,Active,Prepaid,tier_3
UCKNSP5X5E,Yashvi Banerjee,yashvi.banerjee@outlook.com,11/15/2000,8708332920,Active,Prepaid,tier_3
PC993FZ998,Aayush Suresh,aayushsuresh@hotmail.com,2/1/1995,9102512768,Active,Prepaid,tier_3
WAWKXMLXJ2,Jayan Sha,jayansha@hotmail.com,6/15/1994,6601512185,Active,Prepaid,tier_3
G96OQSESTJ,Ayesha Manda,ayesha_manda@gmail.com,4/13/1969,2172604438,Active,Prepaid,tier_3
TRR05OYL5C,Oorja Bansal,oorjabansal@gmail.com,4/6/1976,5598641186,Suspended,Prepaid,tier_3
PN0XELTSXP,Tiya Sarna,tiyasarna@gmail.com,8/17/1973,8955189915,Active,Prepaid,tier_3
2KLEHPBQL3,Dhanush Kibe,dhanush.kibe@gmail.com,9/27/1992,8001317064,Active,Prepaid,tier_3
VR9JZ3ONP4,Baiju Joshi,baiju_joshi@yahoo.com,3/16/1975,5073451112,Active,Prepaid,tier_3
37CN32L4ND,Saksham Suresh,saksham.suresh@yahoo.com,3/5/2001,8544016174,Active,Prepaid,tier_3
0EEHXL4Z5S,Arnav Desai,arnav.desai@outlook.com,11/6/2001,4712115973,Active,Postpaid,tier_1
7O5XNHQLYM,Kanav Karpe,kanavkarpe@gmail.com,11/26/2001,2717252487,Active,Prepaid,tier_3
9JUIY5HIT1,Vivaan Jani,vivaan_jani@gmail.com,8/12/2001,3396161666,Active,Prepaid,tier_3
Q5V276CGMV,Madhup Karpe,madhup_karpe@gmail.com,8/19/1994,5218553203,Active,Prepaid,tier_3
7Z1F3UXHMP,Sumer Kale,sumer.kale@outlook.com,4/11/1984,9588375554,Active,Prepaid,tier_3
BAONNRNE2Q,Khushi Sunder,khushisunder@gmail.com,2/9/1978,5785802281,Active,Prepaid,tier_3
QH4JHLBW46,Aniruddh Baria,aniruddh_baria@outlook.com,7/15/1992,2736098821,Active,Prepaid,tier_3
WLKNF4UA9M,Vihaan Sarraf,vihaansarraf@yahoo.com,6/4/1996,8981400028,Active,Postpaid,tier_2
XY45WQETCZ,Nitara Chakraborty,nitara.chakraborty@hotmail.com,6/11/1984,1107544947,Active,Prepaid,tier_3
P9J3ZRG9GV,Pari Chanda,parichanda@outlook.com,4/6/1988,9278826211,Active,Prepaid,tier_3
30MO5SZOFO,Reyansh Kibe,reyanshkibe@hotmail.com,7/28/1996,7363922530,Active,Prepaid,tier_3
JPYHJMM5CT,Uthkarsh Gade,uthkarsh_gade@hotmail.com,1/24/1980,9688185280,Active,Prepaid,tier_3
PVBQNFIAO3,Miraya Dâ€™Alia,miraya.dâ€™alia@outlook.com,7/9/1974,9863471262,Active,Prepaid,tier_3
2WQRUEW5HT,Ira Ghose,iraghose@gmail.com,7/7/1996,8614500020,Active,Prepaid,tier_3
9DAVLEMC6Q,Rania Bhargava,raniabhargava@hotmail.com,9/5/1987,8391952398,Active,Prepaid,tier_3
YMEDDUD5LO,Vidur Chaudhry,vidur_chaudhry@outlook.com,9/7/1997,9146870368,Active,Prepaid,tier_3
JYB32XIEPK,Parinaaz Guha,parinaaz_guha@outlook.com,12/24/1999,8450578903,Active,Prepaid,tier_3
BATDS9UPUM,Amira Ahluwalia,amiraahluwalia@yahoo.com,12/26/1984,5986791440,Active,Prepaid,tier_3
22IPURO2FQ,Kismat Singh,kismatsingh@gmail.com,1/21/1967,8439952289,Active,Postpaid,tier_1
Y6LS1CSK8M,Kimaya Sahni,kimaya_sahni@gmail.com,6/15/1966,6683199413,Active,Prepaid,tier_3
QPB5J0RDF5,Dhanuk Gill,dhanukgill@yahoo.com,2/9/1966,9277628560,Active,Prepaid,tier_3
YTRFZJYMEE,Renee Saha,renee_saha@yahoo.com,3/24/1967,4002794545,Active,Prepaid,tier_3
VD743N5AWX,Shalv Dube,shalvdube@outlook.com,5/17/1988,7518139533,Active,Prepaid,tier_3
A8EQB1XN9K,Lakshay Bath,lakshay_bath@hotmail.com,1/5/1992,3742539589,Active,Prepaid,tier_3
2CG6HLHF53,Ojas Chana,ojas.chana@hotmail.com,3/9/1969,2992715178,Active,Prepaid,tier_3
YR54IA9BS9,Mohanlal Venkataraman,mohanlalvenkataraman@hotmail.com,8/15/1972,4740593272,Active,Prepaid,tier_3
WMW1Q4LC41,Saksham Wali,saksham_wali@gmail.com,3/24/1969,4141774469,Active,Prepaid,tier_3
NYRWGZTKO8,Aniruddh Srinivas,aniruddhsrinivas@gmail.com,9/3/1985,4259100098,Active,Prepaid,tier_3
FX997691RS,Pari Sood,pari.sood@outlook.com,6/25/1970,5435614773,Active,Prepaid,tier_3
16MYP4HGW0,Pihu Sahni,pihu_sahni@yahoo.com,10/17/1977,8325610094,Active,Prepaid,tier_3
21Z596MDXA,Dhanush Randhawa,dhanush.randhawa@outlook.com,12/20/1997,5895633416,Active,Prepaid,tier_3
QRNOC59P3W,Aniruddh Singhal,aniruddh.singhal@outlook.com,6/2/1994,5134595796,Active,Prepaid,tier_3
R5U06O0EDG,Aarav Dhawan,aarav.dhawan@gmail.com,7/8/1977,9928654752,Active,Prepaid,tier_3
T7MCK1CBOQ,Sumer Verma,sumer.verma@gmail.com,7/4/2004,7490967471,Active,Prepaid,tier_3
UO4N80TQ2L,Vivaan Kant,vivaan_kant@gmail.com,2/7/1969,4677369672,Active,Postpaid,tier_1
1YOIEX0YCN,Samiha Vaidya,samiha.vaidya@gmail.com,4/6/1980,9605314920,Active,Prepaid,tier_3
2SCZVZ47ZT,Aarav Goel,aarav_goel@yahoo.com,11/16/1995,9762455996,Active,Prepaid,tier_3
PIPWYTVC4N,Indrans Deol,indrans_deol@yahoo.com,9/24/1985,5944063445,Active,Prepaid,tier_3
2AB8UXMQY8,Shamik Rama,shamik.rama@yahoo.com,2/3/1967,4692326219,Active,Prepaid,tier_3
0WG5X8R18O,Lavanya Ravel,lavanya_ravel@hotmail.com,5/10/1988,5917326447,Active,Prepaid,tier_3
2T0CXK0VWE,Indrans Deep,indrans_deep@yahoo.com,11/17/1981,3779128921,Active,Prepaid,tier_3
DYW516LHGT,Yasmin Kanda,yasmin_kanda@outlook.com,12/19/2001,3509149434,Active,Prepaid,tier_3
7HR1SB8P9X,Yuvaan Choudhary,yuvaan.choudhary@outlook.com,1/27/1990,7581514413,Active,Prepaid,tier_3
XOCXPB434T,Jivika Issac,jivikaissac@hotmail.com,12/21/1966,3798427827,Active,Prepaid,tier_3
R27K7SW7GF,Umang Saraf,umang_saraf@yahoo.com,12/13/1966,4258038071,Active,Prepaid,tier_3
L8HBWMXM23,Trisha Bala,trisha_bala@gmail.com,1/26/1975,6682523312,Active,Prepaid,tier_3
CCV9UDMK21,Miraan Saran,miraan_saran@hotmail.com,11/19/1967,5488622250,Active,Prepaid,tier_3
RX10G9Q895,Romil Batra,romil.batra@yahoo.com,6/4/2000,4286861587,Active,Prepaid,tier_3
W7XPYGYGXR,Dishani Sehgal,dishani.sehgal@gmail.com,3/11/1973,7520885383,Active,Prepaid,tier_3
95TZHE0TG7,Neelofar Barad,neelofar.barad@gmail.com,6/7/1979,9208029430,Suspended,Postpaid,tier_2
BDKP2AL8L0,Dhanush Ravi,dhanushravi@hotmail.com,3/7/1979,1693551240,Active,Prepaid,tier_3
IPBA3KY0VD,Ehsaan Batta,ehsaan.batta@hotmail.com,11/9/1997,2778725081,Active,Prepaid,tier_3
SOORTVAKB3,Aayush Yohannan,aayushyohannan@yahoo.com,12/6/1982,6498139029,Active,Prepaid,tier_3
C8ZC1ICU64,Priyansh Kuruvilla,priyansh_kuruvilla@gmail.com,7/18/1994,3893120834,Active,Prepaid,tier_3
FMK6HN3WFZ,Lagan Bhalla,lagan.bhalla@outlook.com,4/24/1982,858711072,Active,Prepaid,tier_3
Q63EM7F7C4,Tanya Thaker,tanya.thaker@gmail.com,6/7/1989,4453349820,Active,Prepaid,tier_3
1F4VELVR1C,Aarna Vyas,aarna.vyas@yahoo.com,1/2/1987,6812526348,Active,Prepaid,tier_3
46WU1059FR,Vanya Madan,vanya_madan@gmail.com,8/12/1983,6463937996,Active,Postpaid,tier_1
2XG605ZJQC,Ela Sinha,elasinha@yahoo.com,9/7/2000,4255072163,Active,Prepaid,tier_3
ML8EHT0CUJ,Oorja Buch,oorja.buch@yahoo.com,2/14/1967,7497479275,Active,Prepaid,tier_3
3MVHNH401G,Lakshit Chatterjee,lakshit.chatterjee@hotmail.com,4/6/1968,7009646673,Active,Prepaid,tier_3
6Q15I7NT2B,Keya Halder,keyahalder@hotmail.com,6/15/1980,2112991495,Active,Prepaid,tier_3
TH3739NPDB,Aarush Mammen,aarush.mammen@hotmail.com,11/8/1998,6713352971,Active,Prepaid,tier_3
1CJY5K1M7M,Heer Buch,heer.buch@yahoo.com,5/22/1975,3641842404,Active,Prepaid,tier_3
KQSEZ2DZ32,Faiyaz Comar,faiyaz_comar@hotmail.com,6/21/1983,7141911715,Active,Prepaid,tier_3
7ECIF510TF,Abram Andra,abram_andra@hotmail.com,1/26/1995,9896789520,Active,Prepaid,tier_3
7VP28U6CLY,Alia Rama,aliarama@yahoo.com,10/14/2001,9061600135,Active,Prepaid,tier_3
AW75ZUKKY2,Anahita Sule,anahita_sule@outlook.com,8/7/1971,1969587030,Active,Prepaid,tier_3
EMWLCNCMXV,Raunak Goyal,raunak.goyal@gmail.com,10/19/1994,9615809149,Active,Prepaid,tier_3
2VW16G1MYG,Inaaya  Srinivas,inaayasrinivas@yahoo.com,4/12/1967,8313197884,Suspended,Prepaid,tier_3
ZMHXYV15Q9,Shamik Shah,shamik.shah@outlook.com,10/7/1990,645118408,Active,Prepaid,tier_3
YRYSTHRACS,Damini Chakrabarti,daminichakrabarti@hotmail.com,10/18/1997,6260630523,Active,Prepaid,tier_3
7WKUCE5AUU,Arhaan Krishnamurthy,arhaankrishnamurthy@gmail.com,7/29/1999,7278611902,Active,Prepaid,tier_3
I4P7SGCFNF,Kaira Karnik,kaira_karnik@outlook.com,12/2/1980,4257163547,Active,Prepaid,tier_3
O0INAO03J1,Sara Rege,sara_rege@gmail.com,6/24/2000,4175786129,Active,Prepaid,tier_3
MILLG04IPV,Sumer Barad,sumer_barad@yahoo.com,1/19/1984,4766797495,Active,Prepaid,tier_3
BNSRAKRT3P,Inaaya  Bath,inaaya.bath@hotmail.com,1/4/1980,5040636052,Active,Prepaid,tier_3
RKYN8OA86X,Yashvi Chanda,yashvi_chanda@outlook.com,5/4/1967,6899468632,Active,Prepaid,tier_3
E4N3P1B4IO,Abram Choudhary,abram_choudhary@hotmail.com,2/25/1978,6265320968,Suspended,Prepaid,tier_3
OKNJP8AXDQ,Vanya Gera,vanya_gera@yahoo.com,1/2/1985,1541471984,Active,Prepaid,tier_3
F2HNEWHIVX,Tiya Sen,tiya_sen@gmail.com,6/11/1985,5078520895,Active,Prepaid,tier_3
U5ZULSFJBA,Yuvraj  Kala,yuvraj.kala@gmail.com,9/17/1987,8644258478,Active,Prepaid,tier_3
4HMBEXUN31,Divij Srinivasan,divij_srinivasan@outlook.com,9/22/1987,1309297402,Active,Prepaid,tier_3
V6956AD16N,Kimaya Warrior,kimaya_warrior@outlook.com,11/30/2002,9223173525,Active,Postpaid,tier_1
W7OWUM6QI9,Ishaan Lata,ishaan_lata@outlook.com,8/6/1970,3420438151,Active,Prepaid,tier_3
CZN2JIE3Q7,Amani Kota,amani_kota@outlook.com,8/15/1998,1885912337,Active,Postpaid,tier_2
N5OJ7SYFGJ,Shamik Sarraf,shamik.sarraf@outlook.com,9/27/1981,7394852932,Active,Prepaid,tier_3
TUF2QOO3IY,Indrans Luthra,indransluthra@outlook.com,4/25/1972,1180917480,Active,Prepaid,tier_3
RYP9BOCRD7,Vihaan Sridhar,vihaan.sridhar@yahoo.com,7/8/1994,4570880680,Suspended,Prepaid,tier_3
VGG0DJTY45,Aradhya Sharma,aradhyasharma@gmail.com,12/17/1971,6850443515,Active,Prepaid,tier_3
PYMYNXW62A,Badal Solanki,badal_solanki@outlook.com,11/7/1998,1283750615,Active,Prepaid,tier_3
UCELJL0A9Q,Saanvi Banerjee,saanvi.banerjee@hotmail.com,3/20/1997,6196189314,Active,Prepaid,tier_3
MO0DS8HJHM,Riaan Venkataraman,riaanvenkataraman@hotmail.com,1/14/2001,5913484926,Active,Prepaid,tier_3
717SPK3FR2,Madhav Barad,madhav_barad@gmail.com,8/4/1987,894624904,Active,Prepaid,tier_3
5YMWDEX63H,Anika Balan,anikabalan@gmail.com,6/14/1985,4543566077,Active,Postpaid,tier_2
U6S8Z1YEIR,Saanvi Sachdeva,saanvi_sachdeva@outlook.com,3/17/1994,4490428650,Active,Prepaid,tier_3
JOCQ7IO9GP,Kiaan Zacharia,kiaan.zacharia@yahoo.com,8/12/2003,3686003948,Active,Prepaid,tier_3
OC603I3PWT,Indranil Deshpande,indranildeshpande@outlook.com,2/23/1972,7592077814,Active,Prepaid,tier_3
UWEM9NNSYV,Lakshit Bassi,lakshitbassi@outlook.com,10/11/1986,5926431204,Active,Prepaid,tier_3
QW2LV36VHJ,Badal Sawhney,badalsawhney@outlook.com,3/1/1976,143454626,Active,Prepaid,tier_3
ZF1VAIRODS,Indranil Kumer,indranilkumer@outlook.com,6/14/2001,6103742231,Active,Postpaid,tier_1
8CEWGD52MQ,Zaina Vasa,zaina.vasa@hotmail.com,3/9/2004,7586461441,Active,Prepaid,tier_3
DMLR8SCT7R,Chirag Deep,chirag_deep@hotmail.com,4/24/2004,2860755819,Suspended,Prepaid,tier_3
ZOHNMEI29V,Vaibhav Kamdar,vaibhav.kamdar@outlook.com,5/4/1988,4213474827,Active,Prepaid,tier_3
ID8NBZK7W9,Raunak Kurian,raunak.kurian@yahoo.com,1/2/1980,505339195,Active,Prepaid,tier_3
40RWBHW8X4,Priyansh Chowdhury,priyanshchowdhury@outlook.com,5/2/1984,3656211671,Suspended,Prepaid,tier_3
PG73S2BOYU,Nayantara Bhagat,nayantara_bhagat@outlook.com,11/10/1972,6538581168,Active,Prepaid,tier_3
OD4ZM93D54,Neysa Kuruvilla,neysakuruvilla@outlook.com,6/23/1969,5316648027,Suspended,Prepaid,tier_3
VW9L15SWLX,Kiaan Kunda,kiaan.kunda@outlook.com,3/15/1992,8845789883,Active,Prepaid,tier_3
ZLTO4ESQ6T,Oorja Bhatnagar,oorja_bhatnagar@outlook.com,12/3/1997,8332948120,Active,Prepaid,tier_3
IKJPZQ0OTX,Dhruv Uppal,dhruv.uppal@outlook.com,2/11/1997,7342754661,Active,Prepaid,tier_3
X9FE1TWK1Z,Kartik Sule,kartiksule@outlook.com,5/7/1985,2895658871,Active,Prepaid,tier_3
4E6HNCC7NK,Kartik Saini,kartik.saini@yahoo.com,6/19/1979,2756604770,Active,Prepaid,tier_3
0Q2B9MMGK1,Dhanush Gole,dhanush.gole@gmail.com,1/23/1978,1304565005,Active,Prepaid,tier_3
6CUNXV2SAB,Kimaya Balasubramanian,kimayabalasubramanian@gmail.com,12/12/1993,6501911923,Active,Postpaid,tier_2
XGQC7A545I,Tanya Chander,tanyachander@outlook.com,8/7/1992,5379251961,Active,Prepaid,tier_3
WLVQMD4TTF,Ryan Ghosh,ryan_ghosh@hotmail.com,7/4/1969,8644013226,Active,Prepaid,tier_3
0JN3MSD2G2,Eva Anne,eva.anne@gmail.com,12/24/2001,183343499,Active,Prepaid,tier_3
KUS9KGWYK2,Himmat Ram,himmat_ram@hotmail.com,1/22/1980,5832990182,Active,Postpaid,tier_2
89YTNVL974,Miraya Deep,miraya_deep@outlook.com,2/20/1970,8550678198,Active,Prepaid,tier_3
FAPNOHZSS4,Miraya Sachdeva,miraya_sachdeva@gmail.com,3/14/1980,824859889,Active,Prepaid,tier_3
OTF2F15GDV,Madhup Chakrabarti,madhup_chakrabarti@yahoo.com,11/1/1977,3776547998,Active,Prepaid,tier_3
HK8Z8WZMJM,Indrajit Hans,indrajit_hans@yahoo.com,1/21/1995,493887881,Active,Prepaid,tier_3
WGLSVKZRN1,Neelofar Bali,neelofarbali@yahoo.com,3/20/2003,6327114143,Active,Prepaid,tier_3
TVE7MLKF6M,Umang Andra,umangandra@yahoo.com,5/15/2000,2418940864,Active,Prepaid,tier_3
0GLR47ZF4X,Saksham Bawa,sakshambawa@outlook.com,7/2/1981,1124486479,Active,Prepaid,tier_3
CC7ESZ2GAX,Emir Sampath,emir.sampath@hotmail.com,9/5/1996,9401122368,Active,Postpaid,tier_1
RGAWI09U48,Nakul Seth,nakul.seth@outlook.com,2/4/1997,1156819373,Active,Prepaid,tier_3
7AP275VBOH,Anahita Vohra,anahita.vohra@hotmail.com,12/2/1970,3581254379,Active,Postpaid,tier_2
DYH1I1H29I,Anvi Chanda,anvi_chanda@yahoo.com,4/19/1972,6837747384,Active,Prepaid,tier_3
Y2MHAUTK2R,Lavanya Sarma,lavanya.sarma@gmail.com,6/6/1971,5298991075,Active,Prepaid,tier_3
